train/mean_token_accuracy,_timestamp,train/global_step,_step,_runtime,train/epoch,train/learning_rate,train/loss,train/num_tokens,train/grad_norm
0.7761490046977997,1766072939.3770347,42,41,158.101783753,0.09003215434083602,0.0001,0.8944059610366821,6519771.0,0.0294954776763916
0.7839816212654114,1766072942.6223457,43,42,161.3470483,0.09217577706323687,0.0001,0.8587735295295715,6672296.0,0.028760462999343872
0.7694101631641388,1766072947.5238361,44,43,166.248543644,0.09431939978563773,0.0001,0.9154388904571533,6843136.0,0.028647039085626602
0.772658109664917,1766072951.8875003,45,44,170.612194289,0.09646302250803858,0.0001,0.8969919085502625,6993296.0,0.0292869433760643
0.7856380343437195,1766072955.843262,46,45,174.567959904,0.09860664523043944,0.0001,0.8514888882637024,7142356.0,0.032458193600177765
0.7856698334217072,1766072959.0787725,47,46,177.803489129,0.1007502679528403,0.0001,0.8514030575752258,7294167.0,0.027300793677568436
0.7636565268039703,1766072963.9831078,48,47,182.707854787,0.10289389067524116,0.0001,0.9458240270614624,7470762.0,0.025584792718291283
0.7842810153961182,1766072968.397024,49,48,187.121787885,0.10503751339764202,0.0001,0.8590165376663208,7629052.0,0.024721462279558182
0.7876007556915283,1766072971.4572406,50,49,190.181976245,0.10718113612004287,0.0001,0.841200590133667,7779609.0,0.025537582114338875
0.7819007337093353,1766072975.339259,51,50,194.063963922,0.10932475884244373,0.0001,0.8690553307533264,7927458.0,0.03433617204427719
0.7864980101585388,1766072978.484301,52,51,197.209029387,0.11146838156484459,0.0001,0.8507182598114014,8078023.0,0.026593247428536415
0.7830354571342468,1766072981.6480174,53,52,200.372717065,0.11361200428724544,0.0001,0.8621411323547363,8230483.0,0.022845083847641945
0.7913432419300079,1766072985.1678507,54,53,203.892570804,0.1157556270096463,0.0001,0.830716609954834,8375984.0,0.024464329704642296
0.7681497037410736,1766072989.2714736,55,54,207.996211456,0.11789924973204716,0.0001,0.9244654178619385,8547262.0,0.024890020489692688
0.7759372591972351,1766072993.2023964,56,55,211.927121159,0.12004287245444802,0.0001,0.8971843719482422,8704936.0,0.026518486440181732
0.7835786044597626,1766072997.1702433,57,56,215.894980463,0.12218649517684887,0.0001,0.8600806593894958,8867795.0,0.024074476212263107
0.7826645076274872,1766073000.5616,58,57,219.286311552,0.12433011789924973,0.0001,0.8654929995536804,9019339.0,0.022600354626774788
