_timestamp,train/loss,train/epoch,train/grad_norm,train/global_step,_step,train/num_tokens,train/learning_rate,train/mean_token_accuracy,_runtime,eval/accuracy
1765916434.729264,0.8595438003540039,0.08788853161843516,0.02082984335720539,41.0,40,6355408.0,0.001,0.7815982103347778,298.880309123,
1765916442.4028904,0.8562635779380798,0.09003215434083602,0.02310594916343689,42.0,41,6519771.0,0.001,0.7835921496152878,306.553940238,
1765916449.1034098,0.8182243704795837,0.09217577706323687,0.026975540444254875,43.0,42,6672296.0,0.001,0.7912053316831589,313.254448214,
1765916458.5753694,0.8787367343902588,0.09431939978563773,0.006560125853866339,44.0,43,6843136.0,0.001,0.7763320654630661,322.726420322,
1765916466.4632301,0.8571411967277527,0.09646302250803858,0.021741768345236778,45.0,44,6993296.0,0.001,0.7787132561206818,330.614276187,
1765916473.590994,0.8133443593978882,0.09860664523043944,0.023499969393014908,46.0,45,7142356.0,0.001,0.7937414795160294,337.742056665,
1765916479.908975,0.8096168041229248,0.1007502679528403,0.006592776160687208,47.0,46,7294167.0,0.001,0.7951156347990036,344.060033631,
1765916488.9332001,0.911410391330719,0.10289389067524116,0.01589905098080635,48.0,47,7470762.0,0.001,0.7705743908882141,353.084265078,
1765916497.357517,0.8230438232421875,0.10503751339764202,0.01762300170958042,49.0,48,7629052.0,0.001,0.7913840562105179,361.508575333,
1765916503.333804,0.803586483001709,0.10718113612004287,0.009068530052900314,50.0,49,7779609.0,0.001,0.7948474287986755,367.484873606,
1765916510.5177517,0.8311324715614319,0.10932475884244373,0.013484732247889042,51.0,50,7927458.0,0.001,0.7894729524850845,374.66878706,
